Customer,URL,State,Country - Canada,Partners,Industry,ERP,CLEAN_Update,Update Ring,Products,Platform,Canada,DataType,Data Provider,Options (Add-ons),Data Enhancement Services,CLEAN_Data Portal Transactions,Notes
Texas Southmost College,tsc.edu,TX,,,Higher Education,Colleague,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,AddressDoctor International,"Phone - Prepaid,Email - Prepaid",,
Texas State University San Marcos,txstate.edu,TX,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA,,
Texas Tech University System,ttu.edu,TX,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
The College of St Rose,strose.edu,NY,,,Higher Education,Banner,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,NCOA,,
The Culinary Institute of America,ciachef.edu,NY,,,Higher Education,Colleague,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
The Graduate Center - CUNY,gc.cuny.edu,NY,,,Higher Education,Banner,,Monthly,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
The New School,newschoolfreepress.com,NY,,,Higher Education,Banner,Linux 64-bit,Monthly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA,,
The PGA of America,pga.com,FL,,,Services,,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
The Principia,theprincipiamd.com,MO,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,"AddressDoctor International,Melissa Global",NCOA,,
"Trax Group, Inc. (aka Veraction, LLC)",veraction.com,TN,,,Services,,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,RBDI,,,
Tri-County Technical College,tctc.edu,SC,,,Higher Education,Banner,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
Truliant Federal Credit Union,truliantfcu.org,WA,,ASCEN,Credit Union,Credit Union,Windows 64-bit,Monthly,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,CLEAN_Entry,,,
Truman State University,truman.edu,MO,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,Mailers+4,NCOA,,
Tulsa Community College,tulsacc.edu,OK,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Tulsa Technology Center,tulsatech.edu,OK,,,Higher Education,Colleague,,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,CLEAN_Cloud,,,
Tupperware,tupperware.com,FL,,,Retail Trade,,Linux 64-bit,"Quarterly,Monthly","CLEAN_Address - USPS,CLEAN_Address - CAN",Linux,Canada - Unix,DPV,Data Provider: Melissa,Canada GeoCoding,,,
Tyler Junior College,tjc.edu,TX,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
UMAss Global (Previously Brandman University),umassglobal.edu,CA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Union College,union.edu,NY,,,Higher Education,Colleague,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
Union University,uu.edu,TN,,,Higher Education,Colleague,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
Unique Vacations/Sandals Resort,uvi.sandals.com,FL,,MDATA,Hospitality & Travel,,Linux 64-bit,"Quarterly,Monthly","CLEAN_Address - USPS,CLEAN_Address - CAN",Linux,Canada - Unix,DPV,Data Provider: Melissa,GeoCoder,,,
University at Buffalo - SUNY,buffalo.edu,NY,,,Higher Education,"PeopleSoft, Advance",Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Alabama - Birmingham,uab.edu,AL,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Alabama - Huntsville,uah.edu,AL,,,Higher Education,Banner,Linux 64-bit,Monthly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,,,
University of Alaska Fairbanks,uaf.edu,AK,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Arkansas,uark.edu,AR,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Bridgeport,bridgeport.edu,CT,,,Higher Education,Colleague,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,CLEAN_Entry,,,
University of California -Merced,ucmerced.edu,CA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,,,
University of Central Arkansas,uca.edu,AR,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Central Missouri,ucmo.edu,MO,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Central Oklahoma,uco.edu,OK,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Dallas,udallas.edu,TX,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Dayton,udayton.edu,OH,,,Higher Education,"Banner, Salesforce",Linux 64-bit,,"CLEAN_Address - USPS,Salesforce - US & CAN",Linux,,DPV,Data Provider: Melissa,,,,
University of Detroit Mercy,udmercy.edu,MI,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Hawaii Foundation,uhfoundation.org,HI,,,Higher Education,Advance,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Houston System,uhsystem.edu,TX,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Illinois,illinois.edu,IL,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Indianapolis,uindy.edu,IN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of La Verne,laverne.edu,CA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Louisiana at Lafayette,louisiana.edu,LA,,,Higher Education,Banner,Linux 64-bit,Monthly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,"NCOA - Prepaid,Phone - Prepaid,MCOA - Prepaid,Deceased - Prepaid,Email - Prepaid,PCOA - Prepaid",,
University of Louisville,louisville.edu,KY,,,Higher Education,"PeopleSoft, Advance",Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Massachusetts Amherst,umass.edu,MA,,,Higher Education,PeopleSoft,Windows 64-bit,Monthly,"CLEAN_Address - USPS,CLEAN_Address - CAN",Windows,Canada - Win,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
University of Memphis,memphis.edu,TN,,,Higher Education,Banner,Linux 64-bit,"Quarterly,Monthly",CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,"GeoData,Demographic",,,
University of Michigan - Dearborn,umdearborn.edu,MI,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Michigan - Flint,umflint.edu,MI,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Minnesota,umn.edu,MN,,,Higher Education,PeopleSoft,Linux 64-bit,"Quarterly,Monthly","CLEAN_Address - USPS,CLEAN_Address - CAN",Linux,Canada - Unix,DPV,Data Provider: Melissa,"GeoCoder,GeoPoints",,,"PeopleSoft Interface - Includes: Campus Solutions, HCM, FSCM"
University of Minnesota Foundation,umn.edu,MN,,,Higher Education,PeopleSoft,,"Quarterly,Monthly","CLEAN_Address - USPS,CLEAN_Address - CAN",Linux,Canada - Unix,DPV,Data Provider: Melissa,"GeoCoder,GeoPoints,Canada GeoCoding,AddressDoctor International",,,
University of Mississippi Alumni Association,olemiss.edu,MS,,,Higher Education,Advance,Windows 64-bit,Monthly,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,NCOA,,
University of Missouri,umsystem.edu,MO,,,Higher Education,"PeopleSoft, Advance",Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Montana - Helena College,helenacollege.edu,MT,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Montana - Missoula,umt.edu,MT,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Montana - Montana Tech,mtech.edu,MT,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Montana Alumni Association,grizalum.org,MT,,,Higher Education,,,,DES,,,,,,NCOA,,
University of Montevallo,montevallo.edu,AL,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of New Hampshire,unh.edu,NH,,,Higher Education,Banner,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of New Haven,newhaven.edu,CT,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,CLEAN_Entry,,,
University of New Mexico,unmpress.com,NM,,,Higher Education,Banner,Linux 64-bit,Monthly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of North Alabama,una.edu,AL,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of North Carolina - Asheville,unca.edu,NC,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of North Carolina - Charlotte,uncc.edu,NC,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of North Carolina - Greensboro,uncg.edu,NC,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of North Carolina - Pembroke,uncp.edu,NC,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Northern British Columbia,unbc.ca,BC,Canada,,Higher Education,Banner,Linux 64-bit,Monthly,CLEAN_Address - CAN,Linux,Canada - Unix,NO DPV,Data Provider: Melissa,,,,
University of Northern Colorado,unco.edu,CO,,,Higher Education,Banner,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Northern Iowa,uni.edu,IA,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Northwestern - St Paul,unwsp.edu,MN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,Reference
University of Notre Dame,nd.edu,IN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Oklahoma,ou.edu,OK,,,Higher Education,"Banner, PeopleSoft",Linux 64-bit,"Quarterly,Monthly","CLEAN_Address - USPS,CLEAN_Address - CAN",Linux,Canada - Unix,DPV,Data Provider: Melissa,"AddressDoctor International,Demographic","NCOA - Prepaid,Phone - Prepaid,Email - Prepaid",,
University of Oklahoma Health Sciences Center,ouhsc.edu,OK,,,Higher Education,PeopleSoft,,"Quarterly,Monthly","CLEAN_Address - USPS,CLEAN_Address - CAN",Linux,Canada - Unix,DPV,Data Provider: Melissa,"AddressDoctor International,Demographic",NCOA - Prepaid,,
University of Oregon,uoregon.edu,OR,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Pennsylvania,upenn.edu,PA,,,Higher Education,"PeopleSoft, Banner",Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,"AddressDoctor International,CLEAN_Entry",,,
University of Pikeville,upike.edu,KY,,,Higher Education,Colleague,,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
University of Portland,up.edu,OR,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA,,
University of Puget Sound,pugetsound.edu,WA,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA,,
University of Rochester,rochester.edu,NY,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of San Diego,sandiego.edu,CA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of San Francisco,usfca.edu,CA,,,Higher Education,"Banner, Salesforce",Linux 64-bit,,"CLEAN_Address - USPS,Salesforce - US & CAN",Linux,,DPV,Data Provider: Melissa,Salesforce US/CAN Transacations,NCOA,,
University of Scranton,scranton.edu,PA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of South Alabama,usahealthsystem.com,AL,,,Higher Education,Banner,"Windows 64-bit,Linux 64-bit",,CLEAN_Address - USPS,"Windows, Linux",,DPV,Data Provider: Melissa,,,,
University of South Carolina,sc.edu,SC,,,Higher Education,"Banner, PeopleSoft",Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,CLEAN_Entry,,,
University of South Florida,usf.edu,FL,,,Higher Education,PeopleSoft,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Southern Indiana,usi.edu,IN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Southern Mississippi,usm.edu,MS,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of St Francis,stfrancis.edu,IL,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
University of St. Thomas - Houston,stthom.edu,TX,,,Higher Education,PeopleSoft,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Tennessee Chattanooga,utc.edu,TN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Tennessee Knoxville,utk.edu,TN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Tennessee Martin,utm.edu,TN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Tennessee Memphis,uthsc.edu,TN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Texas - Health Sciences Houston,uth.edu/,TX,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,"Univ of Texas System - Administration supports: 

The University of Texas at Arlington
The University of Texas at Austin
The University of Texas at Dallas
The University of Texas at El Paso
The University of Texas Permian Basin
The University of Texas at San Antonio
The University of Texas at Tyler

***The University of Texas Rio Grande Valley - Currently Separate Billed Customer

License was moved over to the University of Texas System’s license.  The system office is maintaining all the instances for our PeopleSoft systems and they also have installed Clean Address."
University of Texas Rio Grande Valley,utrgv.edu,TX,,,Higher Education,Banner,Windows 64-bit,Quarterly,CLEAN_Address - USPS,"Linux, Windows",,DPV,Data Provider: Melissa,Demographic,,,
University of Texas System - Administration,utsystem.edu,TX,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,"Univ of Texas System - Administration supports: 

The University of Texas at Arlington
The University of Texas at Austin
The University of Texas at Dallas
The University of Texas at El Paso
The University of Texas Permian Basin
The University of Texas at San Antonio
The University of Texas at Tyler

***The University of Texas Rio Grande Valley - Currently Separate Billed Customer

License was moved over to the University of Texas System’s license.  The system office is maintaining all the instances for our PeopleSoft systems and they also have installed Clean Address."
University of the District of Columbia,udc.edu,DC,,,Higher Education,Banner,,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,,,
University of the Incarnate Word,uiw.edu,TX,,,Higher Education,Banner,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
University of the Pacific,pacific.edu,CA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Toledo,uoftfcu.com,OH,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of Vermont,uvm.edu,VT,,,Higher Education,Banner,Linux 64-bit,Monthly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
University of West Florida,uwf.edu,FL,,,Higher Education,Banner,Windows 64-bit,Monthly,"CLEAN_Address - USPS,CLEAN_Address - CAN",Windows,Canada - Win,DPV,Data Provider: Melissa,,,,
University of Wisconsin - Eau Claire,uwec.edu,WI,,,Higher Education,PeopleSoft,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Wisconsin - Green Bay,uwgb.edu,WI,,,Higher Education,PeopleSoft,,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Wisconsin - Stevens Point,uwsp.edu,WI,,,Higher Education,PeopleSoft,,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Wisconsin - Superior,uwsuper.edu,WI,,,Higher Education,PeopleSoft,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Wisconsin System,wisconsin.edu,WI,,,Higher Education,PeopleSoft,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
University of Wyoming,uwyo.edu,WY,,,Higher Education,,,,DES,,,,,,NCOA,,
US Air Force Academy,usafa.af.mil,CO,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,NCOA - Prepaid,,
US Small Business Administration,sba.gov,CO,,,Government,,Windows 64-bit,Monthly,"CLEAN_Address - USPS,CLEAN_Address - CAN",Windows,Canada - Win,DPV,Data Provider: Melissa,GeoCoder,,,
Utah State University,usu.edu,UT,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Utah Tech University,utahtech.edu,UT,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Valencia College,valenciacollege.edu,FL,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,NCOA - Prepaid,,
Valmont Industries,valmont.com,NE,,,Manufacturing,Banner,Windows 64-bit,Monthly,"CLEAN_Address - USPS,CLEAN_Address - CAN",Windows,Canada - Win,DPV,Data Provider: Melissa,,,,
Valparaiso University,valpo.edu,IN,,,Higher Education,Advance,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
Vancouver Community College,vcc.ca,BC,Canada,,Higher Education,Banner,,Monthly,"CLEAN_Address - USPS,CLEAN_Address - CAN",Linux,Canada - Unix,DPV,Data Provider: Melissa,AddressDoctor International,,,
Vassar College,vassar.edu,NY,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Vehicle Equipment Management Agency (VEMA),vema.gov.mb.ca,MB,Canada,,Public Sector,,,,Orbit,,,,,Orbit,,,
Ventura County Community College District,vcccd.edu,CA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,,Data Provider: Melissa,,,,
Villanova University,villanova.edu,PA,,,Higher Education,Banner,Linux 64-bit,Quarterly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,"GeoCoder,GeoData,AddressDoctor International",,,
Vincennes University,vinu.edu,IN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Virginia College Savings Plan,virginia529.com,VA,,,Finance & Banking,Banner,Linux 64-bit,Quarterly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,GeoCoder,,,
Virginia Commonwealth University,vcu.edu,VA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Virginia Tech,vt.edu,VA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,"Linux, Windows",,DPV,Data Provider: Melissa,,,,
Volunteer State Community College,volstate.edu,TN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
Walla Walla University,wallawalla.edu,WA,,,Higher Education,PeopleSoft,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,NCOA,,
Walters State Community College,ws.edu,TN,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
Washington State Board of Community & Technical Colleges,sbctc.edu,WA,,,Higher Education,PeopleSoft,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,"34 Institutions - One Instance
Bates Technical College
Bellevue College
Bellingham Technical College
Big Bend Community College
Cascadia College
Centralia College
Clark College
Clover Park Technical College
Columbia Basin College
Edmonds Community College
Everett Community College
Grays Harbor College
Green River College
Highline College
Lake Washington Institute of Technology
Lower Columbia College
North Seattle College
Olympic College
Peninsula College
Pierce College - Fort Steilacoom
Pierce College - Puyallup
Renton Technical College
Seattle Central College
Shoreline Community College
Skagit Valley College
South Puget Sound Community College
South Seattle College
Spokane Community College
Spokane Falls Community College
Tacoma Community College
Walla Walla Community College
Wenatchee Valley College
Whatcom Community College
Yakima Valley College"
Washtenaw Community College,wccnet.edu,MI,,,Higher Education,Banner,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
Waubonsee Community College,waubonsee.edu,IL,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,,,
Waukesha County Technical College,wctc.edu,WI,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Wayne County Community College District,wcccd.edu,MI,,,Higher Education,Banner,,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Wayne State University,wayne.edu,MI,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Weber State University,weber.edu,UT,,,Higher Education,Banner,Linux 64-bit,Quarterly,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,GeoCoder,,,
Wentworth Institute of Technology,wit.edu,MA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
West Chester University,wcupa.edu,PA,,,Higher Education,"PeopleSoft, Banner",Windows 64-bit,,CLEAN_Address - USPS,"Windows, Linux",,DPV,Data Provider: Melissa,"AddressDoctor International,CLEAN_Entry",NCOA,,
Westchester Community College,sunywcc.edu,NY,,,Higher Education,"PeopleSoft, PeopleSoft SQL Server",Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,,,
Western Carolina University,wcu.edu,NC,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Western Iowa Technical Community College,witcc.edu,IA,,,Higher Education,Colleague,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,,"NCOA - Prepaid,MCOA - Prepaid",,
Western Kentucky University,wku.edu,KY,,,Higher Education,"Banner, Advance",Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Western Oregon University,wou.edu,OR,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
Western University of Health Sciences,westernu.edu,CA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Western Washington University,wwu.edu,WA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Westfield State University,ma.edu,MA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
"Wheaton College, MA",wheatoncollege.edu,MA,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA - Prepaid,,
Whitworth University,whitworth.edu,WA,,,Higher Education,Colleague,Windows 64-bit,,CLEAN_Address - USPS,Windows,,DPV,Data Provider: Melissa,"AddressDoctor International,CLEAN_Entry",,,
Wichita State University,wichita.edu,KS,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Wilfrid Laurier University,www.wlu.ca,ON,Canada,,Higher Education,Banner,Windows 64-bit,Monthly,"CLEAN_Address - USPS,CLEAN_Address - CAN",Windows,Canada - Win,DPV,Data Provider: Melissa,CLEAN_Entry,"NCOA - Prepaid,CCOA - Prepaid",,
Wilmington University,wilmu.edu,DE,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,MCOA - Prepaid,,
Winston-Salem State University,wssu.edu,NC,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,,,
Wofford College,wofford.edu,SC,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,NCOA,,
Wright State University,wright.edu,OH,,,Higher Education,Banner,,,CLEAN_Address - USPS,Solaris,,DPV,Data Provider: Melissa,,NCOA,,
X-Rite,xrite.com,MI,,,Telecommunications,E-Business Suite,,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,AddressDoctor International,,,
Xavier University,xavier.edu,OH,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
Yeshiva University,yu.edu,NY,,,Higher Education,Banner,Linux 64-bit,,CLEAN_Address - USPS,Linux,,DPV,Data Provider: Melissa,,,,
